Data,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),dt
2022-01-14,20,0.925,0.0,0.0,,1642190400
2022-01-14,21,0.589,0.0,0.0,,1642194000
2022-01-14,22,0.0,0.557,0.0,,1642197600
2022-01-14,23,0.0,0.526,0.0,,1642201200
2022-01-15,0,0.0,0.502,0.0,,1642204800
2022-01-15,1,0.0,0.437,0.0,,1642208400
2022-01-15,2,0.0,0.378,0.0,,1642212000
2022-01-15,3,0.0,0.227,0.0,,1642215600
2022-01-15,4,0.0,0.234,0.0,,1642219200
2022-01-15,5,0.0,0.223,0.0,,1642222800
2022-01-15,6,0.0,0.235,0.0,,1642226400
2022-01-15,7,0.0,0.232,0.0,,1642230000
2022-01-15,8,0.741,0.0,0.054,,1642233600
2022-01-15,9,0.282,0.0,0.14,Low,1642237200
2022-01-15,10,0.807,0.0,0.213,,1642240800
2022-01-15,11,0.867,0.0,0.468,Medium,1642244400
2022-01-15,12,0.991,0.0,0.365,,1642248000
2022-01-15,13,0.072,0.0,0.345,Medium,1642251600
2022-01-15,14,0.019,0.0,0.259,Medium,1642255200
2022-01-15,15,0.0,0.0,0.289,Medium,1642258800
2022-01-15,16,0.141,0.0,0.088,Low,1642262400
2022-01-15,17,0.219,0.0,0.001,,1642266000
2022-01-15,18,0.639,0.0,0.0,,1642269600
2022-01-15,19,0.889,0.0,0.0,,1642273200
2022-01-15,20,0.373,0.0,0.0,,1642276800
2022-01-15,21,0.38,0.0,0.0,,1642280400
2022-01-15,22,0.0,0.971,0.0,,1642284000
2022-01-15,23,0.0,0.788,0.0,,1642287600
2022-01-16,0,0.0,1.557,0.0,,1642291200
2022-01-16,1,0.0,0.695,0.0,,1642294800
2022-01-16,2,0.0,0.239,0.0,,1642298400
2022-01-16,3,0.0,0.35,0.0,,1642302000
2022-01-16,4,0.0,0.249,0.0,,1642305600
2022-01-16,5,0.0,0.242,0.0,,1642309200
2022-01-16,6,0.0,0.242,0.0,,1642312800
2022-01-16,7,0.0,1.191,0.0,,1642316400
2022-01-16,8,0.419,0.0,0.032,,1642320000
2022-01-16,9,0.061,0.0,0.177,Medium,1642323600
2022-01-16,10,0.772,0.0,0.39,Low,1642327200
2022-01-16,11,0.467,0.0,0.519,Medium,1642330800
2022-01-16,12,0.646,0.0,0.546,Medium,1642334400
2022-01-16,13,0.0,0.0,0.36,Medium,1642338000
2022-01-16,14,0.288,0.0,0.334,Low,1642341600
2022-01-16,15,0.083,0.0,0.249,Medium,1642345200
2022-01-16,16,0.754,0.0,0.038,,1642348800
2022-01-16,17,0.694,0.0,0.003,,1642352400
2022-01-16,18,0.967,0.0,0.0,,1642356000
2022-01-16,19,2.148,0.0,0.0,,1642359600
2022-01-16,20,0.97,0.0,0.0,,1642363200
2022-01-16,21,0.503,0.0,0.0,,1642366800
2022-01-16,22,0.0,0.612,0.0,,1642370400
2022-01-16,23,0.0,0.612,0.0,,1642374000
2022-01-17,0,0.0,0.546,0.0,,1642377600
2022-01-17,1,0.0,0.524,0.0,,1642381200
2022-01-17,2,0.0,0.506,0.0,,1642384800
2022-01-17,3,0.0,0.323,0.0,,1642388400
2022-01-17,4,0.0,0.322,0.0,,1642392000
2022-01-17,5,0.0,0.317,0.0,,1642395600
2022-01-17,6,0.0,0.339,0.0,,1642399200
2022-01-17,7,0.0,1.551,0.0,,1642402800
2022-01-17,8,0.568,0.0,0.107,,1642406400
2022-01-17,9,0.0,0.0,0.264,Medium,1642410000
2022-01-17,10,0.0,0.0,0.268,High,1642413600
2022-01-17,11,0.0,0.0,0.292,High,1642417200
2022-01-17,12,0.0,0.0,0.277,High,1642420800
2022-01-17,13,0.0,0.0,0.27,High,1642424400
2022-01-17,14,0.0,0.0,0.259,High,1642428000
2022-01-17,15,0.0,0.0,0.251,Medium,1642431600
2022-01-17,16,0.192,0.0,0.117,,1642435200
2022-01-17,17,0.252,0.0,0.007,,1642438800
2022-01-17,18,0.821,0.0,0.0,,1642442400
2022-01-17,19,0.582,0.0,0.0,,1642446000
2022-01-17,20,0.648,0.0,0.0,,1642449600
2022-01-17,21,0.433,0.0,0.0,,1642453200
2022-01-17,22,0.0,0.63,0.0,,1642456800
2022-01-17,23,0.0,0.49,0.0,,1642460400
2022-01-18,0,0.0,0.277,0.0,,1642464000
2022-01-18,1,0.0,0.292,0.0,,1642467600
2022-01-18,2,0.0,0.273,0.0,,1642471200
2022-01-18,3,0.0,0.33,0.0,,1642474800
2022-01-18,4,0.0,0.294,0.0,,1642478400
2022-01-18,5,0.0,0.249,0.0,,1642482000
2022-01-18,6,0.0,0.291,0.0,,1642485600
2022-01-18,7,0.0,1.158,0.0,,1642489200
2022-01-18,8,0.215,0.0,0.096,Low,1642492800
2022-01-18,9,0.301,0.0,0.447,Medium,1642496400
2022-01-18,10,0.0,0.0,0.297,High,1642500000
2022-01-18,11,0.0,0.0,0.246,High,1642503600
2022-01-18,12,0.0,0.0,0.301,High,1642507200
2022-01-18,13,0.0,0.0,0.243,High,1642510800
2022-01-18,14,0.0,0.0,0.291,High,1642514400
2022-01-18,15,0.0,0.0,0.305,Medium,1642518000
2022-01-18,16,0.16,0.0,0.109,Low,1642521600
2022-01-18,17,0.287,0.0,0.002,,1642525200
2022-01-18,18,0.567,0.0,0.0,,1642528800
2022-01-18,19,0.666,0.0,0.0,,1642532400
2022-01-18,20,0.666,0.0,0.0,,1642536000
2022-01-18,21,1.047,0.0,0.0,,1642539600
2022-01-18,22,0.0,0.498,0.0,,1642543200
2022-01-18,23,0.0,0.452,0.0,,1642546800
2022-01-19,0,0.0,0.429,0.0,,1642550400
2022-01-19,1,0.0,0.307,0.0,,1642554000
2022-01-19,2,0.0,0.466,0.0,,1642557600
2022-01-19,3,0.0,0.286,0.0,,1642561200
2022-01-19,4,0.0,0.295,0.0,,1642564800
2022-01-19,5,0.0,0.298,0.0,,1642568400
2022-01-19,6,0.0,0.782,0.0,,1642572000
2022-01-19,7,0.0,1.059,0.0,,1642575600
2022-01-19,8,0.163,0.0,0.117,Low,1642579200
2022-01-19,9,0.0,0.0,0.284,High,1642582800
2022-01-19,10,0.0,0.0,0.278,High,1642586400
2022-01-19,11,0.0,0.0,0.289,High,1642590000
2022-01-19,12,0.0,0.0,0.295,High,1642593600
2022-01-19,13,0.117,0.0,0.517,High,1642597200
2022-01-19,14,0.0,0.0,0.276,High,1642600800
2022-01-19,15,0.0,0.0,0.278,Medium,1642604400
2022-01-19,16,0.165,0.0,0.129,,1642608000
2022-01-19,17,0.264,0.0,0.002,,1642611600
2022-01-19,18,0.832,0.0,0.0,,1642615200
2022-01-19,19,0.527,0.0,0.0,,1642618800
2022-01-19,20,0.566,0.0,0.0,,1642622400
2022-01-19,21,0.839,0.0,0.0,,1642626000
2022-01-19,22,0.0,0.519,0.0,,1642629600
2022-01-19,23,0.0,0.479,0.0,,1642633200
2022-01-20,0,0.0,0.494,0.0,,1642636800
2022-01-20,1,0.0,0.378,0.0,,1642640400
2022-01-20,2,0.0,0.281,0.0,,1642644000
2022-01-20,3,0.0,0.279,0.0,,1642647600
2022-01-20,4,0.0,0.276,0.0,,1642651200
2022-01-20,5,0.0,0.276,0.0,,1642654800
2022-01-20,6,0.0,0.275,0.0,,1642658400
2022-01-20,7,0.0,1.27,0.0,,1642662000
2022-01-20,8,0.198,0.0,0.131,Low,1642665600
2022-01-20,9,0.0,0.0,0.342,Medium,1642669200
2022-01-20,10,0.0,0.0,0.307,High,1642672800
2022-01-20,11,0.0,0.0,0.288,High,1642676400
2022-01-20,12,0.013,0.0,0.551,High,1642680000
2022-01-20,13,0.0,0.0,0.278,High,1642683600
2022-01-20,14,0.0,0.0,0.274,High,1642687200
2022-01-20,15,0.0,0.0,0.272,Medium,1642690800
2022-01-20,16,0.135,0.0,0.132,,1642694400
2022-01-20,17,0.273,0.0,0.002,,1642698000
2022-01-20,18,0.394,0.0,0.0,,1642701600
2022-01-20,19,0.389,0.0,0.0,,1642705200
2022-01-20,20,0.721,0.0,0.0,,1642708800
2022-01-20,21,0.495,0.0,0.0,,1642712400
2022-01-20,22,0.0,0.695,0.0,,1642716000
2022-01-20,23,0.0,0.415,0.0,,1642719600
2022-01-21,0,0.0,0.397,0.0,,1642723200
2022-01-21,1,0.0,0.397,0.0,,1642726800
2022-01-21,2,0.0,0.379,0.0,,1642730400
2022-01-21,3,0.0,0.305,0.0,,1642734000
2022-01-21,4,0.0,0.274,0.0,,1642737600
2022-01-21,5,0.0,0.272,0.0,,1642741200
2022-01-21,6,0.0,0.273,0.0,,1642744800
2022-01-21,7,0.0,1.55,0.0,,1642748400
2022-01-21,8,0.759,0.0,0.108,Medium,1642752000
2022-01-21,9,0.0,0.0,0.233,High,1642755600
2022-01-21,10,0.0,0.0,0.244,High,1642759200
2022-01-21,11,0.223,0.0,0.573,High,1642762800
2022-01-21,12,0.325,0.0,0.625,High,1642766400
2022-01-21,13,0.0,0.0,0.244,High,1642770000
2022-01-21,14,0.0,0.0,0.24,High,1642773600
2022-01-21,15,0.0,0.0,0.234,Medium,1642777200
2022-01-21,16,0.147,0.0,0.119,Low,1642780800
2022-01-21,17,0.229,0.0,0.002,,1642784400
2022-01-21,18,0.272,0.0,0.0,,1642788000
2022-01-21,19,0.483,0.0,0.0,,1642791600
2022-01-21,20,0.616,0.0,0.0,,1642795200
2022-01-21,21,0.683,0.0,0.0,,1642798800
2022-01-21,22,0.0,0.684,0.0,,1642802400
2022-01-21,23,0.0,0.496,0.0,,1642806000
2022-01-22,0,0.0,0.399,0.0,,1642809600
2022-01-22,1,0.0,0.353,0.0,,1642813200
2022-01-22,2,0.0,0.498,0.0,,1642816800
2022-01-22,3,0.0,0.427,0.0,,1642820400
2022-01-22,4,0.0,0.309,0.0,,1642824000
2022-01-22,5,0.0,0.286,0.0,,1642827600
2022-01-22,6,0.0,0.282,0.0,,1642831200
2022-01-22,7,0.0,0.282,0.0,,1642834800
2022-01-22,8,0.202,0.0,0.155,,1642838400
2022-01-22,9,0.055,0.0,0.351,Medium,1642842000
2022-01-22,10,0.0,0.0,0.297,High,1642845600
2022-01-22,11,0.0,0.0,0.301,High,1642849200
2022-01-22,12,0.519,0.0,0.901,Medium,1642852800
2022-01-22,13,0.32,0.0,0.758,Medium,1642856400
2022-01-22,14,0.0,0.0,0.557,Medium,1642860000
2022-01-22,15,0.0,0.0,0.318,Medium,1642863600
2022-01-22,16,0.172,0.0,0.15,,1642867200
2022-01-22,17,1.479,0.0,0.004,,1642870800
2022-01-22,18,1.491,0.0,0.0,,1642874400
2022-01-22,19,1.898,0.0,0.0,,1642878000
2022-01-22,20,1.369,0.0,0.0,,1642881600
2022-01-22,21,1.828,0.0,0.0,,1642885200
2022-01-22,22,0.0,1.739,0.0,,1642888800
2022-01-22,23,0.0,1.09,0.0,,1642892400
2022-01-23,0,0.0,0.369,0.0,,1642896000
2022-01-23,1,0.0,0.316,0.0,,1642899600
2022-01-23,2,0.0,0.305,0.0,,1642903200
2022-01-23,3,0.0,0.384,0.0,,1642906800
2022-01-23,4,0.0,0.301,0.0,,1642910400
2022-01-23,5,0.0,0.306,0.0,,1642914000
2022-01-23,6,0.0,0.342,0.0,,1642917600
2022-01-23,7,0.0,0.363,0.0,,1642921200
2022-01-23,8,0.233,0.0,0.171,,1642924800
2022-01-23,9,0.0,0.0,0.354,Medium,1642928400
2022-01-23,10,0.0,0.0,0.333,High,1642932000
2022-01-23,11,0.0,0.0,0.342,High,1642935600
2022-01-23,12,2.519,0.0,0.968,,1642939200
2022-01-23,13,0.843,0.0,0.801,Medium,1642942800
2022-01-23,14,0.046,0.0,0.499,Medium,1642946400
2022-01-23,15,0.008,0.0,0.406,Medium,1642950000
2022-01-23,16,0.627,0.0,0.156,,1642953600
2022-01-23,17,0.408,0.0,0.004,,1642957200
2022-01-23,18,0.641,0.0,0.0,,1642960800
2022-01-23,19,2.329,0.0,0.0,,1642964400
2022-01-23,20,1.698,0.0,0.0,,1642968000
2022-01-23,21,0.56,0.0,0.0,,1642971600
2022-01-23,22,0.0,0.522,0.0,,1642975200
2022-01-23,23,0.0,0.494,0.0,,1642978800
2022-01-24,0,0.0,0.505,0.0,,1642982400
2022-01-24,1,0.0,0.576,0.0,,1642986000
2022-01-24,2,0.0,1.359,0.0,,1642989600
2022-01-24,3,0.0,0.724,0.0,,1642993200
2022-01-24,4,0.0,0.525,0.0,,1642996800
2022-01-24,5,0.0,0.479,0.0,,1643000400
2022-01-24,6,0.0,0.314,0.0,,1643004000
2022-01-24,7,0.0,1.377,0.0,,1643007600
2022-01-24,8,0.55,0.0,0.15,,1643011200
2022-01-24,9,0.03,0.0,0.419,Medium,1643014800
2022-01-24,10,0.0,0.0,0.374,High,1643018400
2022-01-24,11,0.0,0.0,0.399,High,1643022000
2022-01-24,12,0.0,0.0,0.414,High,1643025600
2022-01-24,13,0.0,0.0,0.455,High,1643029200
2022-01-24,14,0.0,0.0,0.455,High,1643032800
2022-01-24,15,0.003,0.0,0.437,Medium,1643036400
2022-01-24,16,0.265,0.0,0.16,,1643040000
2022-01-24,17,0.446,0.0,0.004,,1643043600
2022-01-24,18,0.836,0.0,0.0,,1643047200
2022-01-24,19,1.11,0.0,0.0,,1643050800
2022-01-24,20,0.818,0.0,0.0,,1643054400
2022-01-24,21,0.707,0.0,0.0,,1643058000
2022-01-24,22,0.0,0.739,0.0,,1643061600
2022-01-24,23,0.0,0.607,0.0,,1643065200
2022-01-25,0,0.0,0.555,0.0,,1643068800
2022-01-25,1,0.0,0.612,0.0,,1643072400
2022-01-25,2,0.0,0.444,0.0,,1643076000
2022-01-25,3,0.0,0.335,0.0,,1643079600
2022-01-25,4,0.0,0.342,0.0,,1643083200
2022-01-25,5,0.0,0.342,0.0,,1643086800
2022-01-25,6,0.0,0.342,0.0,,1643090400
2022-01-25,7,0.0,1.208,0.0,,1643094000
2022-01-25,8,0.4,0.0,0.155,Low,1643097600
2022-01-25,9,0.0,0.0,0.291,Medium,1643101200
2022-01-25,10,0.0,0.0,0.303,High,1643104800
2022-01-25,11,0.29,0.0,0.616,High,1643108400
2022-01-25,12,0.416,0.0,0.643,High,1643112000
2022-01-25,13,0.0,0.0,0.384,High,1643115600
2022-01-25,14,0.0,0.0,0.31,High,1643119200
2022-01-25,15,0.043,0.0,0.338,Medium,1643122800
2022-01-25,16,1.319,0.0,0.165,,1643126400
2022-01-25,17,1.492,0.0,0.004,,1643130000
2022-01-25,18,1.481,0.0,0.0,,1643133600
2022-01-25,19,1.668,0.0,0.0,,1643137200
2022-01-25,20,0.892,0.0,0.0,,1643140800
2022-01-25,21,0.698,0.0,0.0,,1643144400
2022-01-25,22,0.0,0.658,0.0,,1643148000
2022-01-25,23,0.0,0.508,0.0,,1643151600
2022-01-26,0,0.0,0.53,0.0,,1643155200
2022-01-26,1,0.0,0.513,0.0,,1643158800
2022-01-26,2,0.0,0.391,0.0,,1643162400
2022-01-26,3,0.0,0.361,0.0,,1643166000
2022-01-26,4,0.0,0.347,0.0,,1643169600
2022-01-26,5,0.0,0.339,0.0,,1643173200
2022-01-26,6,0.0,0.344,0.0,,1643176800
2022-01-26,7,0.0,1.408,0.0,,1643180400
2022-01-26,8,0.417,0.0,0.031,,1643184000
2022-01-26,9,0.137,0.0,0.172,,1643187600
2022-01-26,10,0.216,0.0,0.44,High,1643191200
2022-01-26,11,0.247,0.0,0.548,High,1643194800
2022-01-26,12,0.087,0.0,0.607,High,1643198400
2022-01-26,13,0.0,0.0,0.301,High,1643202000
2022-01-26,14,0.045,0.0,0.474,High,1643205600
2022-01-26,15,0.038,0.0,0.461,Medium,1643209200
2022-01-26,16,0.252,0.0,0.176,,1643212800
2022-01-26,17,0.421,0.0,0.006,,1643216400
2022-01-26,18,0.572,0.0,0.0,,1643220000
2022-01-26,19,0.407,0.0,0.0,,1643223600
2022-01-26,20,0.507,0.0,0.0,,1643227200
2022-01-26,21,0.768,0.0,0.0,,1643230800
2022-01-26,22,0.0,0.707,0.0,,1643234400
2022-01-26,23,0.0,0.432,0.0,,1643238000
2022-01-27,0,0.0,0.332,0.0,,1643241600
2022-01-27,1,0.0,0.363,0.0,,1643245200
2022-01-27,2,0.0,0.353,0.0,,1643248800
2022-01-27,3,0.0,0.346,0.0,,1643252400
2022-01-27,4,0.0,0.343,0.0,,1643256000
2022-01-27,5,0.0,0.342,0.0,,1643259600
2022-01-27,6,0.0,0.354,0.0,,1643263200
2022-01-27,7,0.0,1.517,0.0,,1643266800
2022-01-27,8,0.265,0.0,0.114,,1643270400
2022-01-27,9,0.0,0.0,0.291,Medium,1643274000
2022-01-27,10,0.0,0.0,0.295,High,1643277600
2022-01-27,11,0.0,0.0,0.314,High,1643281200
2022-01-27,12,0.0,0.0,0.316,High,1643284800
2022-01-27,13,0.0,0.0,0.314,High,1643288400
2022-01-27,14,0.0,0.0,0.393,High,1643292000
2022-01-27,15,0.0,0.0,0.307,Medium,1643295600
2022-01-27,16,0.166,0.0,0.159,,1643299200
2022-01-27,17,0.339,0.0,0.01,,1643302800
2022-01-27,18,0.513,0.0,0.0,,1643306400
2022-01-27,19,0.558,0.0,0.0,,1643310000
2022-01-27,20,0.682,0.0,0.0,,1643313600
2022-01-27,21,0.528,0.0,0.0,,1643317200
2022-01-27,22,0.0,0.864,0.0,,1643320800
2022-01-27,23,0.0,0.517,0.0,,1643324400
2022-01-28,0,0.0,0.442,0.0,,1643328000
2022-01-28,1,0.0,0.5,0.0,,1643331600
2022-01-28,2,0.0,0.403,0.0,,1643335200
2022-01-28,3,0.0,0.586,0.0,,1643338800
2022-01-28,4,0.0,0.33,0.0,,1643342400
2022-01-28,5,0.0,0.329,0.0,,1643346000
2022-01-28,6,0.0,0.341,0.0,,1643349600
2022-01-28,7,0.0,1.518,0.0,,1643353200
2022-01-28,8,0.786,0.0,0.188,Low,1643356800
2022-01-28,9,0.0,0.0,0.302,High,1643360400
2022-01-28,10,0.0,0.0,0.301,High,1643364000
2022-01-28,11,0.0,0.0,0.3,Very High,1643367600
2022-01-28,12,0.0,0.0,0.299,Very High,1643371200
2022-01-28,13,0.0,0.0,0.313,High,1643374800
2022-01-28,14,0.0,0.0,0.305,High,1643378400
2022-01-28,15,0.0,0.0,0.302,Medium,1643382000
2022-01-28,16,0.128,0.0,0.17,Low,1643385600
2022-01-28,17,0.307,0.0,0.005,,1643389200
2022-01-28,18,0.376,0.0,0.0,,1643392800
2022-01-28,19,0.738,0.0,0.0,,1643396400
2022-01-28,20,0.883,0.0,0.0,,1643400000
2022-01-28,21,0.483,0.0,0.0,,1643403600
2022-01-28,22,0.0,0.454,0.0,,1643407200
2022-01-28,23,0.0,0.513,0.0,,1643410800
2022-01-29,0,0.0,1.602,0.0,,1643414400
2022-01-29,1,0.0,0.371,0.0,,1643418000
2022-01-29,2,0.0,0.367,0.0,,1643421600
2022-01-29,3,0.0,0.783,0.0,,1643425200
2022-01-29,4,0.0,0.54,0.0,,1643428800
2022-01-29,5,0.0,0.46,0.0,,1643432400
2022-01-29,6,0.0,0.344,0.0,,1643436000
2022-01-29,7,0.0,0.338,0.0,,1643439600
2022-01-29,8,0.154,0.0,0.193,,1643443200
2022-01-29,9,0.0,0.0,0.298,Medium,1643446800
2022-01-29,10,0.0,0.0,0.315,High,1643450400
2022-01-29,11,0.0,0.0,0.428,High,1643454000
2022-01-29,12,0.218,0.0,0.587,High,1643457600
2022-01-29,13,0.0,0.0,0.299,High,1643461200
2022-01-29,14,0.032,0.0,0.423,High,1643464800
2022-01-29,15,0.0,0.0,0.384,Medium,1643468400
2022-01-29,16,0.314,0.0,0.165,,1643472000
2022-01-29,17,0.535,0.0,0.007,,1643475600
2022-01-29,18,0.502,0.0,0.0,,1643479200
2022-01-29,19,0.481,0.0,0.0,,1643482800
2022-01-29,20,0.366,0.0,0.0,,1643486400
2022-01-29,21,0.438,0.0,0.0,,1643490000
2022-01-29,22,0.0,0.42,0.0,,1643493600
2022-01-29,23,0.0,0.843,0.0,,1643497200
2022-01-30,0,0.0,0.518,0.0,,1643500800
2022-01-30,1,0.0,0.305,0.0,,1643504400
2022-01-30,2,0.0,0.315,0.0,,1643508000
2022-01-30,3,0.0,0.331,0.0,,1643511600
2022-01-30,4,0.0,0.306,0.0,,1643515200
2022-01-30,5,0.0,0.306,0.0,,1643518800
2022-01-30,6,0.0,0.298,0.0,,1643522400
2022-01-30,7,0.0,0.289,0.0,,1643526000
2022-01-30,8,0.104,0.0,0.173,Low,1643529600
2022-01-30,9,0.115,0.0,0.483,Medium,1643533200
2022-01-30,10,0.0,0.0,0.483,High,1643536800
2022-01-30,11,0.259,0.0,0.685,Medium,1643540400
2022-01-30,12,0.765,0.0,0.847,Medium,1643544000
2022-01-30,13,0.93,0.0,0.825,Medium,1643547600
2022-01-30,14,0.006,0.0,0.521,Medium,1643551200
2022-01-30,15,0.542,0.0,0.456,Low,1643554800
2022-01-30,16,1.48,0.0,0.163,,1643558400
2022-01-30,17,1.296,0.0,0.016,,1643562000
2022-01-30,18,0.705,0.0,0.0,,1643565600
2022-01-30,19,1.758,0.0,0.0,,1643569200
2022-01-30,20,1.066,0.0,0.0,,1643572800
2022-01-30,21,1.706,0.0,0.0,,1643576400
2022-01-30,22,0.0,0.531,0.0,,1643580000
2022-01-30,23,0.0,0.519,0.0,,1643583600
2022-01-31,0,0.0,0.618,0.0,,1643587200
2022-01-31,1,0.0,0.754,0.0,,1643590800
2022-01-31,2,0.0,0.437,0.0,,1643594400
2022-01-31,3,0.0,0.439,0.0,,1643598000
2022-01-31,4,0.0,0.381,0.0,,1643601600
2022-01-31,5,0.0,0.356,0.0,,1643605200
2022-01-31,6,0.0,0.349,0.0,,1643608800
2022-01-31,7,0.0,1.468,0.0,,1643612400
2022-01-31,8,0.821,0.0,0.151,,1643616000
2022-01-31,9,0.0,0.0,0.374,Medium,1643619600
2022-01-31,10,0.0,0.0,0.353,High,1643623200
2022-01-31,11,0.0,0.0,0.353,High,1643626800
2022-01-31,12,0.0,0.0,0.348,Very High,1643630400
2022-01-31,13,0.0,0.0,0.342,High,1643634000
2022-01-31,14,0.0,0.0,0.375,High,1643637600
2022-01-31,15,0.03,0.0,0.43,Medium,1643641200
2022-01-31,16,0.159,0.0,0.192,Low,1643644800
2022-01-31,17,0.34,0.0,0.007,,1643648400
2022-01-31,18,0.853,0.0,0.0,,1643652000
2022-01-31,19,0.939,0.0,0.0,,1643655600
2022-01-31,20,0.99,0.0,0.0,,1643659200
2022-01-31,21,0.764,0.0,0.0,,1643662800
2022-01-31,22,0.0,0.734,0.0,,1643666400
2022-01-31,23,0.0,0.403,0.0,,1643670000
2022-02-01,0,0.0,0.357,0.0,,1643673600
2022-02-01,1,0.0,0.418,0.0,,1643677200
2022-02-01,2,0.0,0.371,0.0,,1643680800
2022-02-01,3,0.0,0.354,0.0,,1643684400
2022-02-01,4,0.0,0.364,0.0,,1643688000
2022-02-01,5,0.0,0.338,0.0,,1643691600
2022-02-01,6,0.0,0.344,0.0,,1643695200
2022-02-01,7,0.0,1.114,0.001,,1643698800
2022-02-01,8,0.275,0.0,0.185,Low,1643702400
2022-02-01,9,0.0,0.0,0.308,Medium,1643706000
2022-02-01,10,0.0,0.0,0.317,High,1643709600
2022-02-01,11,0.0,0.0,0.31,High,1643713200
2022-02-01,12,0.0,0.0,0.329,Very High,1643716800
2022-02-01,13,0.0,0.0,0.471,High,1643720400
2022-02-01,14,0.131,0.0,0.497,High,1643724000
2022-02-01,15,0.0,0.0,0.332,Medium,1643727600
2022-02-01,16,0.133,0.0,0.185,Low,1643731200
2022-02-01,17,0.291,0.0,0.006,,1643734800
2022-02-01,18,0.659,0.0,0.0,,1643738400
2022-02-01,19,0.822,0.0,0.0,,1643742000
2022-02-01,20,1.115,0.0,0.0,,1643745600
2022-02-01,21,0.573,0.0,0.0,,1643749200
2022-02-01,22,0.0,0.799,0.0,,1643752800
2022-02-01,23,0.0,0.604,0.0,,1643756400
2022-02-02,0,0.0,0.494,0.0,,1643760000
2022-02-02,1,0.0,0.496,0.0,,1643763600
2022-02-02,2,0.0,0.403,0.0,,1643767200
2022-02-02,3,0.0,0.343,0.0,,1643770800
2022-02-02,4,0.0,0.34,0.0,,1643774400
2022-02-02,5,0.0,0.398,0.0,,1643778000
2022-02-02,6,0.0,0.352,0.0,,1643781600
2022-02-02,7,0.0,1.389,0.0,,1643785200
2022-02-02,8,0.287,0.0,0.2,Low,1643788800
2022-02-02,9,0.0,0.0,0.321,High,1643792400
2022-02-02,10,0.0,0.0,0.33,High,1643796000
2022-02-02,11,0.0,0.0,0.33,High,1643799600
2022-02-02,12,0.0,0.0,0.327,Very High,1643803200
2022-02-02,13,0.0,0.0,0.326,High,1643806800
2022-02-02,14,0.0,0.0,0.339,High,1643810400
2022-02-02,15,0.004,0.0,0.404,Medium,1643814000
2022-02-02,16,0.147,0.0,0.183,Low,1643817600
2022-02-02,17,0.31,0.0,0.008,,1643821200
2022-02-02,18,0.4,0.0,0.0,,1643824800
2022-02-02,19,0.482,0.0,0.0,,1643828400
2022-02-02,20,0.756,0.0,0.0,,1643832000
2022-02-02,21,0.627,0.0,0.0,,1643835600
2022-02-02,22,0.0,0.545,0.0,,1643839200
2022-02-02,23,0.0,0.404,0.0,,1643842800
2022-02-03,0,0.0,0.396,0.0,,1643846400
2022-02-03,1,0.0,0.396,0.0,,1643850000
2022-02-03,2,0.0,0.381,0.0,,1643853600
2022-02-03,3,0.0,0.321,0.0,,1643857200
2022-02-03,4,0.0,0.333,0.0,,1643860800
2022-02-03,5,0.0,0.327,0.0,,1643864400
2022-02-03,6,0.0,0.331,0.0,,1643868000
2022-02-03,7,0.0,1.235,0.0,,1643871600
2022-02-03,8,0.447,0.0,0.041,,1643875200
2022-02-03,9,0.106,0.0,0.249,Low,1643878800
2022-02-03,10,0.013,0.0,0.328,Medium,1643882400
2022-02-03,11,0.011,0.0,0.349,Medium,1643886000
2022-02-03,12,0.045,0.0,0.362,Medium,1643889600
2022-02-03,13,0.021,0.0,0.406,Medium,1643893200
2022-02-03,14,0.069,0.0,0.278,Low,1643896800
2022-02-03,15,0.179,0.0,0.181,,1643900400
2022-02-03,16,0.221,0.0,0.149,,1643904000
2022-02-03,17,0.566,0.0,0.021,,1643907600
2022-02-03,18,0.703,0.0,0.0,,1643911200
2022-02-03,19,1.116,0.0,0.0,,1643914800
2022-02-03,20,0.555,0.0,0.0,,1643918400
2022-02-03,21,1.335,0.0,0.0,,1643922000
2022-02-03,22,0.0,0.897,0.0,,1643925600
2022-02-03,23,0.0,0.942,0.0,,1643929200
2022-02-04,0,0.0,1.719,0.0,,1643932800
2022-02-04,1,0.0,0.856,0.0,,1643936400
2022-02-04,2,0.0,0.598,0.0,,1643940000
2022-02-04,3,0.0,0.542,0.0,,1643943600
2022-02-04,4,0.0,0.392,0.0,,1643947200
2022-02-04,5,0.0,0.407,0.0,,1643950800
2022-02-04,6,0.0,0.374,0.0,,1643954400
2022-02-04,7,0.0,1.524,0.0,,1643958000
2022-02-04,8,0.473,0.0,0.024,,1643961600
2022-02-04,9,0.232,0.0,0.049,,1643965200
2022-02-04,10,0.183,0.0,0.1,,1643968800
2022-02-04,11,0.096,0.0,0.183,Low,1643972400
2022-02-04,12,0.036,0.0,0.24,Medium,1643976000
2022-02-04,13,0.098,0.0,0.187,,1643979600
2022-02-04,14,0.134,0.0,0.183,,1643983200
2022-02-04,15,0.38,0.0,0.076,,1643986800
2022-02-04,16,0.235,0.0,0.084,,1643990400
2022-02-04,17,0.366,0.0,0.02,,1643994000
2022-02-04,18,0.572,0.0,0.0,,1643997600
2022-02-04,19,0.984,0.0,0.0,,1644001200
2022-02-04,20,1.115,0.0,0.0,,1644004800
