dt,dt_iso,city_name,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,rain_1h,clouds_all,weather_description
1641913200,2022-01-11 15:00:00 +0000 UTC,local,17.3,16.73,15.9,17.37,1026,None,None,63,1.06,None,1,sky is clear
1641916800,2022-01-11 16:00:00 +0000 UTC,local,17.21,16.63,14.72,17.37,1026,None,None,63,0.56,None,0,sky is clear
1641920400,2022-01-11 17:00:00 +0000 UTC,local,14.95,14.43,13.68,16.22,1026,None,None,74,1.32,None,0,sky is clear
1641924000,2022-01-11 18:00:00 +0000 UTC,local,13.55,12.97,12.01,14.54,1026,None,None,77,1.89,None,0,sky is clear
1641927600,2022-01-11 19:00:00 +0000 UTC,local,12.33,11.86,10.72,14.0,1027,None,None,86,2.1,None,0,sky is clear
1641931200,2022-01-11 20:00:00 +0000 UTC,local,11.44,10.99,9.72,14.0,1027,None,None,90,2.18,None,0,sky is clear
1641934800,2022-01-11 21:00:00 +0000 UTC,local,11.95,11.6,10.34,14.0,1027,None,None,92,2.03,None,0,sky is clear
1641938400,2022-01-11 22:00:00 +0000 UTC,local,12.39,12.03,10.34,13.44,1027,None,None,90,1.96,None,2,sky is clear
1641942000,2022-01-11 23:00:00 +0000 UTC,local,11.85,11.41,9.79,13.44,1028,None,None,89,2.17,None,2,sky is clear
1641945600,2022-01-12 00:00:00 +0000 UTC,local,11.16,10.66,9.72,13.44,1028,None,None,89,2.5,None,2,sky is clear
1641949200,2022-01-12 01:00:00 +0000 UTC,local,10.39,9.78,8.72,12.89,1028,None,None,88,2.62,None,1,sky is clear
1641952800,2022-01-12 02:00:00 +0000 UTC,local,10.39,9.78,8.72,12.89,1027,None,None,88,2.48,None,1,sky is clear
1641956400,2022-01-12 03:00:00 +0000 UTC,local,10.39,9.73,8.72,12.89,1028,None,None,86,2.37,None,1,sky is clear
1641960000,2022-01-12 04:00:00 +0000 UTC,local,9.88,8.71,7.72,12.89,1028,None,None,87,2.46,None,0,sky is clear
1641963600,2022-01-12 05:00:00 +0000 UTC,local,10.86,10.27,8.12,12.89,1028,None,None,87,2.67,None,2,sky is clear
1641967200,2022-01-12 06:00:00 +0000 UTC,local,11.3,10.76,7.57,12.33,1028,None,None,87,2.71,None,7,sky is clear
1641970800,2022-01-12 07:00:00 +0000 UTC,local,10.52,9.85,7.57,11.78,1028,None,None,85,2.74,None,15,few clouds
1641974400,2022-01-12 08:00:00 +0000 UTC,local,10.25,9.55,7.01,11.22,1029,None,None,85,2.79,None,23,few clouds
1641978000,2022-01-12 09:00:00 +0000 UTC,local,11.21,10.37,9.72,11.78,1029,None,None,76,3.35,None,18,few clouds
1641981600,2022-01-12 10:00:00 +0000 UTC,local,12.38,11.55,12.23,12.89,1029,None,None,72,4.28,None,2,sky is clear
1641985200,2022-01-12 11:00:00 +0000 UTC,local,13.48,12.63,12.79,13.72,1029,None,None,67,4.56,None,1,sky is clear
1641988800,2022-01-12 12:00:00 +0000 UTC,local,14.06,13.09,13.12,14.72,1029,None,None,60,5.0,None,1,sky is clear
1641992400,2022-01-12 13:00:00 +0000 UTC,local,14.57,13.49,13.9,14.79,1028,None,None,54,4.6,None,0,sky is clear
1641996000,2022-01-12 14:00:00 +0000 UTC,local,14.59,13.41,14.45,15.34,1027,None,None,50,4.0,None,0,sky is clear
1641999600,2022-01-12 15:00:00 +0000 UTC,local,14.57,13.21,13.99,15.34,1027,None,None,43,3.14,None,0,sky is clear
1642003200,2022-01-12 16:00:00 +0000 UTC,local,14.57,13.0,13.99,14.79,1027,None,None,35,2.13,None,0,sky is clear
1642006800,2022-01-12 17:00:00 +0000 UTC,local,14.48,13.26,13.9,14.72,1027,None,None,49,2.25,None,0,sky is clear
1642010400,2022-01-12 18:00:00 +0000 UTC,local,12.12,10.8,11.72,13.44,1027,None,None,54,3.09,None,0,sky is clear
1642014000,2022-01-12 19:00:00 +0000 UTC,local,12.14,10.87,11.45,13.44,1028,None,None,56,3.05,None,0,sky is clear
1642017600,2022-01-12 20:00:00 +0000 UTC,local,10.83,9.43,9.72,12.33,1028,None,None,56,2.59,None,0,sky is clear
1642021200,2022-01-12 21:00:00 +0000 UTC,local,11.3,9.84,10.72,12.33,1028,None,None,52,2.66,None,0,sky is clear
1642024800,2022-01-12 22:00:00 +0000 UTC,local,11.02,9.43,10.72,11.78,1028,None,None,48,2.87,None,0,sky is clear
1642028400,2022-01-12 23:00:00 +0000 UTC,local,10.75,9.11,10.34,11.22,1029,None,None,47,2.86,None,0,sky is clear
1642032000,2022-01-13 00:00:00 +0000 UTC,local,10.56,8.98,10.1,11.22,1029,None,None,50,3.09,None,0,sky is clear
1642035600,2022-01-13 01:00:00 +0000 UTC,local,9.82,8.2,9.72,10.67,1029,None,None,51,3.16,None,0,sky is clear
1642039200,2022-01-13 02:00:00 +0000 UTC,local,9.86,8.25,9.72,10.67,1029,None,None,54,3.17,None,0,sky is clear
1642042800,2022-01-13 03:00:00 +0000 UTC,local,9.68,8.05,9.45,10.11,1029,None,None,56,3.14,None,0,sky is clear
1642046400,2022-01-13 04:00:00 +0000 UTC,local,9.53,7.83,8.99,10.11,1029,None,None,56,3.21,None,0,sky is clear
1642050000,2022-01-13 05:00:00 +0000 UTC,local,8.64,6.66,8.34,9.0,1029,None,None,57,3.37,None,0,sky is clear
1642053600,2022-01-13 06:00:00 +0000 UTC,local,7.97,5.82,7.72,9.0,1029,None,None,57,3.41,None,0,sky is clear
1642057200,2022-01-13 07:00:00 +0000 UTC,local,7.86,5.69,4.23,8.44,1030,None,None,57,3.42,None,0,sky is clear
1642060800,2022-01-13 08:00:00 +0000 UTC,local,7.62,5.43,5.34,7.89,1030,None,None,58,3.36,None,0,sky is clear
1642064400,2022-01-13 09:00:00 +0000 UTC,local,7.68,5.33,6.45,8.44,1030,None,None,59,3.67,None,0,sky is clear
1642068000,2022-01-13 10:00:00 +0000 UTC,local,9.56,7.47,7.57,9.72,1031,None,None,46,3.99,None,0,sky is clear
1642071600,2022-01-13 11:00:00 +0000 UTC,local,11.22,9.57,10.34,11.26,1031,None,None,45,3.59,None,0,sky is clear
1642075200,2022-01-13 12:00:00 +0000 UTC,local,12.89,11.44,11.68,13.12,1031,None,None,46,3.22,None,0,sky is clear
1642078800,2022-01-13 13:00:00 +0000 UTC,local,13.49,12.04,13.43,13.72,1030,None,None,44,3.12,None,0,sky is clear
1642082400,2022-01-13 14:00:00 +0000 UTC,local,14.05,12.66,13.34,14.72,1029,None,None,44,2.96,None,0,sky is clear
1642086000,2022-01-13 15:00:00 +0000 UTC,local,14.03,12.66,13.43,14.55,1029,None,None,45,2.73,None,0,sky is clear
1642089600,2022-01-13 16:00:00 +0000 UTC,local,14.03,12.72,13.43,14.55,1029,None,None,47,1.88,None,0,sky is clear
1642093200,2022-01-13 17:00:00 +0000 UTC,local,13.64,12.55,13.34,14.0,1030,None,None,57,2.34,None,0,sky is clear
1642096800,2022-01-13 18:00:00 +0000 UTC,local,10.61,9.35,9.72,12.89,1030,None,None,62,2.71,None,0,sky is clear
1642100400,2022-01-13 19:00:00 +0000 UTC,local,9.23,7.99,7.72,11.22,1031,None,None,67,2.39,None,0,sky is clear
1642104000,2022-01-13 20:00:00 +0000 UTC,local,9.97,9.03,7.57,10.67,1031,None,None,70,2.16,None,0,sky is clear
1642107600,2022-01-13 21:00:00 +0000 UTC,local,9.63,8.53,6.45,9.72,1031,None,None,72,2.29,None,0,sky is clear
1642111200,2022-01-13 22:00:00 +0000 UTC,local,9.45,8.17,5.34,9.72,1031,None,None,73,2.5,None,0,sky is clear
1642114800,2022-01-13 23:00:00 +0000 UTC,local,8.67,7.24,4.23,9.0,1031,None,None,75,2.51,None,0,sky is clear
1642118400,2022-01-14 00:00:00 +0000 UTC,local,7.93,6.28,4.23,8.9,1031,None,None,76,2.63,None,0,sky is clear
1642122000,2022-01-14 01:00:00 +0000 UTC,local,6.75,4.86,3.68,8.34,1031,None,None,77,2.65,None,0,sky is clear
1642125600,2022-01-14 02:00:00 +0000 UTC,local,7.46,5.71,3.68,7.72,1031,None,None,78,2.64,None,0,sky is clear
1642129200,2022-01-14 03:00:00 +0000 UTC,local,6.68,4.7,3.68,6.77,1031,None,None,80,2.75,None,0,sky is clear
1642132800,2022-01-14 04:00:00 +0000 UTC,local,6.61,4.48,3.12,6.77,1031,None,None,81,2.94,None,0,sky is clear
1642136400,2022-01-14 05:00:00 +0000 UTC,local,6.58,4.4,2.57,6.77,1031,None,None,82,3.01,None,1,sky is clear
1642140000,2022-01-14 06:00:00 +0000 UTC,local,6.58,4.39,2.01,6.77,1031,None,None,83,3.02,None,5,sky is clear
1642143600,2022-01-14 07:00:00 +0000 UTC,local,6.4,4.11,2.01,6.72,1031,None,None,83,3.12,None,8,sky is clear
1642147200,2022-01-14 08:00:00 +0000 UTC,local,6.23,3.82,2.01,6.72,1031,None,None,84,3.25,None,7,sky is clear
1642150800,2022-01-14 09:00:00 +0000 UTC,local,7.06,4.53,5.66,7.72,1031,None,None,80,3.74,None,2,sky is clear
1642154400,2022-01-14 10:00:00 +0000 UTC,local,9.54,7.77,7.23,9.59,1032,None,None,62,3.33,None,0,sky is clear
1642158000,2022-01-14 11:00:00 +0000 UTC,local,10.69,9.36,8.9,10.72,1032,None,None,59,2.86,None,3,sky is clear
1642161600,2022-01-14 12:00:00 +0000 UTC,local,11.78,10.48,10.34,11.82,1031,None,None,56,2.67,None,5,sky is clear
1642165200,2022-01-14 13:00:00 +0000 UTC,local,12.4,11.03,11.45,12.88,1030,None,None,51,2.47,None,18,few clouds
1642168800,2022-01-14 14:00:00 +0000 UTC,local,12.39,10.99,12.01,12.89,1030,None,None,50,2.31,None,29,scattered clouds
1642172400,2022-01-14 15:00:00 +0000 UTC,local,12.44,11.02,12.32,13.72,1029,None,None,49,2.1,None,14,few clouds
1642176000,2022-01-14 16:00:00 +0000 UTC,local,11.94,10.42,11.45,13.72,1029,None,None,47,1.35,None,4,sky is clear
1642179600,2022-01-14 17:00:00 +0000 UTC,local,11.29,9.81,10.34,12.33,1029,None,None,51,1.41,None,6,sky is clear
1642183200,2022-01-14 18:00:00 +0000 UTC,local,10.11,8.69,8.72,11.22,1029,None,None,58,1.73,None,17,few clouds
1642186800,2022-01-14 19:00:00 +0000 UTC,local,8.24,7.02,6.72,10.67,1029,None,None,77,2.14,None,53,broken clouds
1642190400,2022-01-14 20:00:00 +0000 UTC,local,7.36,6.31,5.72,9.55,1030,None,None,81,1.8,None,83,broken clouds
1642194000,2022-01-14 21:00:00 +0000 UTC,local,7.63,6.5,5.34,9.0,1029,None,None,81,1.93,None,89,overcast clouds
1642197600,2022-01-14 22:00:00 +0000 UTC,local,8.06,6.97,4.23,8.72,1029,None,None,80,1.96,None,82,broken clouds
1642201200,2022-01-14 23:00:00 +0000 UTC,local,7.46,6.01,3.12,7.72,1029,None,None,81,2.25,None,40,scattered clouds
1642204800,2022-01-15 00:00:00 +0000 UTC,local,7.46,5.91,2.57,7.72,1029,None,None,83,2.38,None,7,sky is clear
1642208400,2022-01-15 01:00:00 +0000 UTC,local,7.18,5.54,2.01,7.72,1029,None,None,83,2.43,None,16,few clouds
1642212000,2022-01-15 02:00:00 +0000 UTC,local,6.73,4.86,2.01,7.72,1028,None,None,83,2.61,None,34,scattered clouds
1642215600,2022-01-15 03:00:00 +0000 UTC,local,6.56,4.6,2.01,7.72,1028,None,None,83,2.69,None,66,broken clouds
1642219200,2022-01-15 04:00:00 +0000 UTC,local,6.18,4.19,5.1,6.72,1028,None,None,83,2.64,None,80,broken clouds
1642222800,2022-01-15 05:00:00 +0000 UTC,local,7.03,5.21,5.66,7.72,1027,None,None,83,2.62,None,51,broken clouds
1642226400,2022-01-15 06:00:00 +0000 UTC,local,7.03,5.12,5.66,7.72,1027,None,None,83,2.75,None,58,broken clouds
1642230000,2022-01-15 07:00:00 +0000 UTC,local,6.94,4.95,2.01,7.72,1027,None,None,83,2.83,None,76,broken clouds
1642233600,2022-01-15 08:00:00 +0000 UTC,local,6.94,4.89,2.01,7.72,1027,None,None,82,2.92,None,85,overcast clouds
1642237200,2022-01-15 09:00:00 +0000 UTC,local,7.22,5.01,6.21,7.72,1028,None,None,80,3.26,None,96,overcast clouds
1642240800,2022-01-15 10:00:00 +0000 UTC,local,9.53,7.74,6.77,9.59,1028,None,None,64,3.36,None,96,overcast clouds
1642244400,2022-01-15 11:00:00 +0000 UTC,local,10.12,8.83,8.44,10.15,1028,None,None,63,2.91,None,98,overcast clouds
1642248000,2022-01-15 12:00:00 +0000 UTC,local,10.66,9.45,9.54,10.72,1027,None,None,64,2.83,None,78,broken clouds
1642251600,2022-01-15 13:00:00 +0000 UTC,local,12.33,11.24,10.66,12.72,1027,None,None,62,2.87,None,48,scattered clouds
1642255200,2022-01-15 14:00:00 +0000 UTC,local,12.96,11.9,12.32,13.72,1026,None,None,61,2.99,None,42,scattered clouds
1642258800,2022-01-15 15:00:00 +0000 UTC,local,13.03,11.98,12.88,14.72,1026,None,None,61,2.92,None,42,scattered clouds
1642262400,2022-01-15 16:00:00 +0000 UTC,local,13.04,11.91,12.57,14.72,1025,None,None,58,2.25,None,60,broken clouds
1642266000,2022-01-15 17:00:00 +0000 UTC,local,12.39,11.23,12.37,13.44,1026,None,None,59,2.23,None,74,broken clouds
1642269600,2022-01-15 18:00:00 +0000 UTC,local,11.74,10.51,9.79,12.89,1026,None,None,59,2.63,None,74,broken clouds
1642273200,2022-01-15 19:00:00 +0000 UTC,local,10.88,9.85,8.68,11.78,1026,None,None,70,2.36,None,13,few clouds
1642276800,2022-01-15 20:00:00 +0000 UTC,local,10.45,9.43,7.57,10.72,1026,None,None,72,2.42,None,15,few clouds
1642280400,2022-01-15 21:00:00 +0000 UTC,local,10.11,9.08,6.45,10.72,1026,None,None,73,2.59,None,31,scattered clouds
1642284000,2022-01-15 22:00:00 +0000 UTC,local,10.11,9.06,5.9,10.72,1026,None,None,72,2.77,None,58,broken clouds
1642287600,2022-01-15 23:00:00 +0000 UTC,local,9.9,8.47,4.79,10.72,1026,None,None,73,2.86,None,66,broken clouds
1642291200,2022-01-16 00:00:00 +0000 UTC,local,9.9,8.38,4.79,10.72,1026,None,None,75,3.02,None,49,scattered clouds
1642294800,2022-01-16 01:00:00 +0000 UTC,local,10.14,9.19,8.99,10.72,1027,None,None,76,3.02,None,62,broken clouds
1642298400,2022-01-16 02:00:00 +0000 UTC,local,9.46,7.83,8.44,9.72,1027,None,None,75,3.06,None,82,broken clouds
1642302000,2022-01-16 03:00:00 +0000 UTC,local,9.46,7.75,8.44,9.72,1027,None,None,75,3.19,None,99,overcast clouds
1642305600,2022-01-16 04:00:00 +0000 UTC,local,9.29,7.59,7.79,9.72,1027,None,None,74,3.12,None,99,overcast clouds
1642309200,2022-01-16 05:00:00 +0000 UTC,local,10.12,9.07,8.43,10.15,1027,None,None,72,3.01,None,99,overcast clouds
1642312800,2022-01-16 06:00:00 +0000 UTC,local,9.05,7.36,8.34,9.72,1028,None,None,77,3.01,None,100,overcast clouds
1642316400,2022-01-16 07:00:00 +0000 UTC,local,9.58,7.95,8.44,9.72,1028,None,None,76,3.1,None,98,overcast clouds
1642320000,2022-01-16 08:00:00 +0000 UTC,local,9.58,7.89,8.34,9.72,1028,None,None,75,3.21,None,97,overcast clouds
1642323600,2022-01-16 09:00:00 +0000 UTC,local,10.56,9.58,7.01,10.7,1029,None,None,73,3.48,None,96,overcast clouds
1642327200,2022-01-16 10:00:00 +0000 UTC,local,11.67,10.75,8.68,11.82,1030,None,None,71,3.37,None,98,overcast clouds
1642330800,2022-01-16 11:00:00 +0000 UTC,local,12.31,11.42,10.66,12.72,1030,None,None,70,3.16,None,99,overcast clouds
1642334400,2022-01-16 12:00:00 +0000 UTC,local,13.94,13.17,11.77,14.04,1030,None,None,68,3.12,None,98,overcast clouds
1642338000,2022-01-16 13:00:00 +0000 UTC,local,14.59,13.85,14.0,14.72,1030,None,None,67,3.2,None,98,overcast clouds
1642341600,2022-01-16 14:00:00 +0000 UTC,local,14.59,13.85,14.54,15.01,1030,None,None,67,3.12,None,96,overcast clouds
1642345200,2022-01-16 15:00:00 +0000 UTC,local,15.16,14.45,14.54,15.72,1029,None,None,66,2.8,None,95,overcast clouds
1642348800,2022-01-16 16:00:00 +0000 UTC,local,14.59,13.88,14.45,15.11,1030,None,None,68,1.89,None,86,overcast clouds
1642352400,2022-01-16 17:00:00 +0000 UTC,local,14.06,13.38,13.34,14.72,1030,None,None,71,2.12,None,40,scattered clouds
1642356000,2022-01-16 18:00:00 +0000 UTC,local,14.05,13.63,12.57,14.72,1031,None,None,81,2.35,None,51,broken clouds
1642359600,2022-01-16 19:00:00 +0000 UTC,local,12.52,11.97,10.9,12.72,1032,None,None,82,1.91,None,73,broken clouds
1642363200,2022-01-16 20:00:00 +0000 UTC,local,12.69,12.26,9.79,13.72,1032,None,None,86,1.81,None,90,overcast clouds
1642366800,2022-01-16 21:00:00 +0000 UTC,local,12.01,11.51,8.68,12.72,1032,None,None,86,2.0,None,92,overcast clouds
1642370400,2022-01-16 22:00:00 +0000 UTC,local,11.91,11.38,8.12,12.72,1032,None,None,85,2.14,None,92,overcast clouds
1642374000,2022-01-16 23:00:00 +0000 UTC,local,11.3,10.76,7.01,11.72,1033,None,None,87,2.06,None,91,overcast clouds
1642377600,2022-01-17 00:00:00 +0000 UTC,local,10.45,9.82,6.45,10.72,1033,None,None,87,2.15,None,97,overcast clouds
1642381200,2022-01-17 01:00:00 +0000 UTC,local,10.35,9.74,9.45,10.72,1033,None,None,88,2.19,None,94,overcast clouds
1642384800,2022-01-17 02:00:00 +0000 UTC,local,9.6,8.44,8.43,10.72,1033,None,None,81,2.37,None,48,scattered clouds
1642388400,2022-01-17 03:00:00 +0000 UTC,local,9.57,8.41,7.79,9.72,1032,None,None,83,2.37,None,20,few clouds
1642392000,2022-01-17 04:00:00 +0000 UTC,local,8.28,6.93,7.32,8.72,1032,None,None,89,2.31,None,14,few clouds
1642395600,2022-01-17 05:00:00 +0000 UTC,local,7.42,5.93,6.77,7.79,1032,None,None,90,2.29,None,14,few clouds
1642399200,2022-01-17 06:00:00 +0000 UTC,local,7.42,5.88,6.77,7.79,1032,None,None,91,2.36,None,11,few clouds
1642402800,2022-01-17 07:00:00 +0000 UTC,local,7.07,5.51,5.66,7.72,1032,None,None,92,2.31,None,58,broken clouds
1642406400,2022-01-17 08:00:00 +0000 UTC,local,7.28,5.77,6.21,8.44,1032,None,None,93,2.29,None,98,overcast clouds
1642410000,2022-01-17 09:00:00 +0000 UTC,local,8.96,7.33,7.32,9.72,1033,None,None,89,2.89,None,99,overcast clouds
1642413600,2022-01-17 10:00:00 +0000 UTC,local,12.31,11.4,8.99,12.37,1033,None,None,69,2.34,None,29,scattered clouds
1642417200,2022-01-17 11:00:00 +0000 UTC,local,14.0,13.18,11.68,14.04,1034,None,None,66,1.78,None,1,sky is clear
1642420800,2022-01-17 12:00:00 +0000 UTC,local,15.12,14.23,13.34,15.15,1033,None,None,59,1.33,None,2,sky is clear
1642424400,2022-01-17 13:00:00 +0000 UTC,local,15.67,14.86,14.23,15.72,1032,None,None,60,1.23,None,27,scattered clouds
1642428000,2022-01-17 14:00:00 +0000 UTC,local,15.72,14.86,15.01,16.72,1031,None,None,58,1.56,None,81,broken clouds
1642431600,2022-01-17 15:00:00 +0000 UTC,local,15.71,14.8,14.54,16.72,1030,None,None,56,1.58,None,88,overcast clouds
1642435200,2022-01-17 16:00:00 +0000 UTC,local,15.71,14.8,14.54,16.72,1030,None,None,56,0.56,None,76,broken clouds
1642438800,2022-01-17 17:00:00 +0000 UTC,local,14.59,13.57,14.45,15.11,1030,None,None,56,0.67,None,4,sky is clear
1642442400,2022-01-17 18:00:00 +0000 UTC,local,12.89,11.8,10.72,14.0,1030,None,None,60,0.33,None,1,sky is clear
1642446000,2022-01-17 19:00:00 +0000 UTC,local,10.74,9.85,8.72,12.89,1030,None,None,76,1.37,None,0,sky is clear
1642449600,2022-01-17 20:00:00 +0000 UTC,local,10.05,9.25,8.72,11.78,1031,None,None,82,1.79,None,0,sky is clear
1642453200,2022-01-17 21:00:00 +0000 UTC,local,9.71,9.15,8.68,11.12,1031,None,None,83,1.67,None,0,sky is clear
1642456800,2022-01-17 22:00:00 +0000 UTC,local,10.07,9.35,7.57,11.22,1030,None,None,85,1.88,None,9,sky is clear
1642460400,2022-01-17 23:00:00 +0000 UTC,local,9.86,9.11,6.45,11.22,1031,None,None,86,1.9,None,38,scattered clouds
1642464000,2022-01-18 00:00:00 +0000 UTC,local,7.96,6.76,5.9,10.01,1031,None,None,87,2.06,None,67,broken clouds
1642467600,2022-01-18 01:00:00 +0000 UTC,local,8.81,7.66,8.72,10.01,1031,None,None,86,2.18,None,61,broken clouds
1642471200,2022-01-18 02:00:00 +0000 UTC,local,8.81,7.59,8.72,8.99,1030,None,None,86,2.26,None,68,broken clouds
1642474800,2022-01-18 03:00:00 +0000 UTC,local,8.63,7.41,8.34,8.72,1030,None,None,87,2.22,None,84,broken clouds
1642478400,2022-01-18 04:00:00 +0000 UTC,local,8.63,7.36,8.43,8.9,1030,None,None,87,2.29,None,83,broken clouds
1642482000,2022-01-18 05:00:00 +0000 UTC,local,7.95,6.53,7.72,8.43,1030,None,None,87,2.33,None,69,broken clouds
1642485600,2022-01-18 06:00:00 +0000 UTC,local,7.77,6.29,7.23,7.88,1030,None,None,87,2.36,None,29,scattered clouds
1642489200,2022-01-18 07:00:00 +0000 UTC,local,6.89,5.26,6.22,7.32,1030,None,None,87,2.35,None,27,scattered clouds
1642492800,2022-01-18 08:00:00 +0000 UTC,local,6.71,4.98,4.79,7.23,1031,None,None,86,2.43,None,12,few clouds
1642496400,2022-01-18 09:00:00 +0000 UTC,local,7.4,5.34,6.77,7.79,1031,None,None,83,3.07,None,7,sky is clear
1642500000,2022-01-18 10:00:00 +0000 UTC,local,11.75,10.08,8.43,11.82,1031,None,None,42,2.33,None,7,sky is clear
1642503600,2022-01-18 11:00:00 +0000 UTC,local,12.88,11.32,10.57,12.93,1031,None,None,42,1.78,None,6,sky is clear
1642507200,2022-01-18 12:00:00 +0000 UTC,local,14.01,12.54,12.23,14.04,1031,None,None,41,1.42,None,4,sky is clear
1642510800,2022-01-18 13:00:00 +0000 UTC,local,14.57,13.07,13.34,14.72,1030,None,None,38,1.15,None,2,sky is clear
1642514400,2022-01-18 14:00:00 +0000 UTC,local,15.13,13.77,13.99,15.72,1030,None,None,41,0.82,None,2,sky is clear
1642518000,2022-01-18 15:00:00 +0000 UTC,local,15.17,13.89,15.01,15.9,1029,None,None,44,0.53,None,0,sky is clear
1642521600,2022-01-18 16:00:00 +0000 UTC,local,15.05,13.84,13.72,15.9,1029,None,None,47,0.06,None,0,sky is clear
1642525200,2022-01-18 17:00:00 +0000 UTC,local,13.15,11.77,12.72,14.45,1029,None,None,48,0.4,None,0,sky is clear
1642528800,2022-01-18 18:00:00 +0000 UTC,local,10.93,9.62,9.72,13.43,1030,None,None,59,1.05,None,0,sky is clear
1642532400,2022-01-18 19:00:00 +0000 UTC,local,10.09,9.11,8.72,11.77,1030,None,None,75,1.56,None,0,sky is clear
1642536000,2022-01-18 20:00:00 +0000 UTC,local,9.06,8.3,7.72,11.22,1030,None,None,82,1.77,None,0,sky is clear
1642539600,2022-01-18 21:00:00 +0000 UTC,local,7.7,6.61,5.72,10.11,1031,None,None,87,1.9,None,0,sky is clear
1642543200,2022-01-18 22:00:00 +0000 UTC,local,8.3,7.41,7.01,10.11,1031,None,None,89,1.79,None,0,sky is clear
1642546800,2022-01-18 23:00:00 +0000 UTC,local,6.5,5.39,4.72,9.55,1032,None,None,89,1.73,None,0,sky is clear
1642550400,2022-01-19 00:00:00 +0000 UTC,local,5.94,4.67,4.72,8.9,1031,None,None,86,1.8,None,0,sky is clear
1642554000,2022-01-19 01:00:00 +0000 UTC,local,6.05,4.75,5.72,7.23,1031,None,None,84,1.84,None,0,sky is clear
1642557600,2022-01-19 02:00:00 +0000 UTC,local,7.42,6.14,6.77,7.72,1031,None,None,84,2.05,None,0,sky is clear
1642561200,2022-01-19 03:00:00 +0000 UTC,local,6.39,4.59,5.66,6.72,1031,None,None,84,2.45,None,17,few clouds
1642564800,2022-01-19 04:00:00 +0000 UTC,local,5.35,3.32,4.54,6.12,1031,None,None,85,2.5,None,17,few clouds
1642568400,2022-01-19 05:00:00 +0000 UTC,local,5.35,3.33,4.54,6.12,1030,None,None,84,2.48,None,0,sky is clear
1642572000,2022-01-19 06:00:00 +0000 UTC,local,4.84,2.6,4.72,6.68,1031,None,None,85,2.63,None,0,sky is clear
1642575600,2022-01-19 07:00:00 +0000 UTC,local,5.88,3.73,5.72,6.68,1031,None,None,84,2.77,None,4,sky is clear
1642579200,2022-01-19 08:00:00 +0000 UTC,local,5.22,2.93,4.72,6.68,1031,None,None,84,2.79,None,9,sky is clear
1642582800,2022-01-19 09:00:00 +0000 UTC,local,6.37,4.19,5.66,7.23,1032,None,None,83,2.95,None,0,sky is clear
1642586400,2022-01-19 10:00:00 +0000 UTC,local,8.76,7.43,6.77,9.72,1032,None,None,75,2.4,None,0,sky is clear
1642590000,2022-01-19 11:00:00 +0000 UTC,local,13.95,12.55,10.67,14.04,1032,None,None,44,1.56,None,0,sky is clear
1642593600,2022-01-19 12:00:00 +0000 UTC,local,15.08,13.66,12.23,15.15,1031,None,None,39,0.87,None,0,sky is clear
1642597200,2022-01-19 13:00:00 +0000 UTC,local,16.13,14.84,13.68,16.26,1031,None,None,40,0.38,None,0,sky is clear
1642600800,2022-01-19 14:00:00 +0000 UTC,local,15.68,14.5,15.01,15.9,1030,None,None,46,0.32,None,0,sky is clear
1642604400,2022-01-19 15:00:00 +0000 UTC,local,15.57,14.41,13.72,17.57,1030,None,None,47,0.62,None,0,sky is clear
1642608000,2022-01-19 16:00:00 +0000 UTC,local,15.51,14.32,12.72,16.45,1029,None,None,46,0.77,None,0,sky is clear
1642611600,2022-01-19 17:00:00 +0000 UTC,local,14.58,13.43,12.89,14.59,1030,None,None,51,1.5,None,7,sky is clear
1642615200,2022-01-19 18:00:00 +0000 UTC,local,9.91,9.42,8.72,12.32,1030,None,None,62,1.63,None,20,few clouds
1642618800,2022-01-19 19:00:00 +0000 UTC,local,9.28,8.67,7.72,11.45,1030,None,None,75,1.65,None,31,scattered clouds
1642622400,2022-01-19 20:00:00 +0000 UTC,local,8.72,7.7,7.72,10.9,1030,None,None,82,2.0,None,30,scattered clouds
1642626000,2022-01-19 21:00:00 +0000 UTC,local,7.97,6.76,6.72,10.11,1030,None,None,84,2.08,None,21,few clouds
1642629600,2022-01-19 22:00:00 +0000 UTC,local,6.47,5.07,4.72,9.0,1030,None,None,87,2.01,None,0,sky is clear
1642633200,2022-01-19 23:00:00 +0000 UTC,local,6.51,5.27,5.72,7.33,1030,None,None,88,1.86,None,0,sky is clear
1642636800,2022-01-20 00:00:00 +0000 UTC,local,5.71,4.4,4.72,8.34,1030,None,None,86,1.8,None,0,sky is clear
1642640400,2022-01-20 01:00:00 +0000 UTC,local,5.51,3.78,4.72,8.34,1030,None,None,83,2.19,None,0,sky is clear
1642644000,2022-01-20 02:00:00 +0000 UTC,local,5.31,3.42,4.72,8.34,1029,None,None,84,2.33,None,0,sky is clear
1642647600,2022-01-20 03:00:00 +0000 UTC,local,4.78,2.66,3.72,8.9,1029,None,None,85,2.48,None,0,sky is clear
1642651200,2022-01-20 04:00:00 +0000 UTC,local,5.72,3.69,4.79,8.9,1029,None,None,86,2.58,None,0,sky is clear
1642654800,2022-01-20 05:00:00 +0000 UTC,local,6.03,3.94,4.54,8.9,1029,None,None,87,2.73,None,0,sky is clear
